UNIQUE_ID;SOLD_DATE;SOLD_PRICE_EUR;ROOMS;BATHROOMS;SIZE_LIVING;SIZE_FULL;FLOORS;GARAGE;CONDITION_GRADE;SIZE_ABOVE;SIZE_BASEMENT;BUILT_DATE;RENOVATION_DATE;DISTRICT
1200385899;201504;1130000;5;3;400;2602;2;0;3;400;0;1988;0;XLI
1200448291;201503;518000;4;3;259;921;2;0;3;259;0;2003;0;XXXVII
1200549973;201411;599950;4;2;;726;1;0;3;140;112;1952;0;XXI
1200577554;201408;780000;5;2;268;1115;2;0;3;268;0;1921;0;XI
1200636718;201406;260000;3;2;118;1923;1;0;2;107;11;1948;0;VIII
1200653000;201405;372500;5;3;;937;1;0;3;121;110;2004;0;IV
1200691770;201504;667000;3;2;127;178;3;0;3;127;0;2007;0;XXVIII
1200843467;201407;369950;3;2;152;452;1;0;3;111;41;1965;0;XV
1200847759;201412;1720000;4;3;285;670;2;0;4;248;37;1927;0;XXII
1200891470;201409;569500;4;3;260;761;1;0;3;158;102;1971;0;V
1200904025;201405;302000;5;2;203;726;2;0;3;203;0;1986;0;XLVII
1200938806;201409;239800;2;2;120;139;2;0;3;120;0;2014;0;XXVI
1200977360;201409;277554;5;2;218;1208;1;0;3;218;0;1961;0;IV
1200984505;201504;840000;4;3;321;4015;2;0;3;321;0;2000;0;XXXIV
1201097939;201410;247000;3;2;169;812;1;0;4;169;0;1987;0;LVII
1201128118;201503;627800;4;2;187;1119;1;0;3;187;0;1982;0;XXXIII
1201168013;201503;384000;3;3;143;145;2;0;3;121;22;1998;0;XI
1201208874;201410;475000;3;3;230;560;2;0;3;230;0;2001;0;VIII
1201267497;201406;809000;3;3;241;717;2;0;3;241;0;1988;0;LXIV
1201377300;201412;740000;4;3;214;920;1;0;3;149;65;1961;0;XII
1201395603;201503;810000;5;3;274;6269;1;0;3;235;39;1981;2004;XXXIV
1201419136;201408;459000;4;2;145;357;1;0;4;89;56;1924;0;XIX
1201434302;201408;190000;2;2;130;839;1;0;3;89;41;1982;0;LVII
1201475058;201501;269950;3;2;140;557;1;0;4;107;33;1993;0;XLVII
1201498001;201409;250000;5;2;216;715;1;0;5;120;96;1962;0;LXX
1201659661;201412;458000;4;3;305;5827;1,5;0;3;305;0;1979;0;XXXI
1201714216;201405;270000;3;1;170;763;1;0;3;170;0;1942;0;LIV
1201715416;201503;300000;3;2;135;665;1;0;3;135;0;2010;0;XLIV
1201813543;201406;270000;4;3;185;674;1;0;3;118;67;1999;0;LXIX
1201879959;201405;630000;3;3;249;30392;2;0;3;249;0;1995;0;LXII
1201887083;201410;260000;2;1;131;525;1,5;0;3;131;0;1918;0;XVIII
1201895157;201503;425000;4;3;;1319;1;0;4;124;56;1977;0;XXXIV
1202116543;201406;440000;4;2;;704;1;0;3;113;73;1974;0;XLVIII
1202248959;201412;850000;2;3;251;915;1;0;3;251;0;2012;0;XLI
1202334543;201409;425000;3;1;90;747;1;0;3;90;0;1956;0;LXIV
1202429927;201410;500000;4;1;108;1867;1;0;4;76;32;1913;0;XXXIX
1202433909;201501;465000;3;2;135;143;2;0;3;110;25;2005;0;XXV
1202463291;201503;425000;3;2;;780;1;0;3;141;34;1977;0;XLVIII
1202487612;201505;950000;3;2;158;748;1;0;3;105;53;1950;0;LXVII
1202505927;201406;385000;4;2;160;813;1;0;3;80;80;1971;0;XLVIII
1202543561;201410;310000;3;2;148;284;2;0;3;148;0;2001;0;XXIV
1202666848;201503;256500;5;3;182;683;1;0;4;126;56;1969;0;XXXVIII
1202686124;201412;360000;4;3;177;547;2;0;3;177;0;1992;0;XLVII
1202697665;201501;310650;3;2;140;1153;1;0;4;140;0;1969;0;XXXVII
1202850018;201410;287000;5;2;190;1094;1;0;4;96;94;1963;0;XXXIX
1202859310;201406;950000;4;3;341;713;2,5;0;3;341;0;2007;0;LIII
1202919698;201411;485230;4;3;252;1167;2;0;3;252;0;2014;0;LI
1202963334;201408;220000;4;2;142;1709;1,5;0;4;142;0;1938;0;LXIX
1202986202;201409;362000;3;3;132;89;2;0;3;108;24;2004;0;LIII
1203133528;201406;285000;2;1;94;669;1;0;3;94;0;1975;0;VIII
1203158913;201407;424900;4;3;274;4613;1;0;4;274;0;1960;1998;LXII
1203288228;201406;405000;4;3;206;432;2;0;3;206;0;2001;0;XXXVII
1203309023;201407;255000;2;2;85;148;2;0;3;85;0;1995;0;XIII
1203314326;201504;720000;3;3;234;930;2;0;3;234;0;1987;0;XXXIII
1203329711;201408;180000;3;2;155;656;1;0;4;155;0;1958;0;LXIX
1203365360;201504;489950;2;1;76;391;1;0;3;76;0;1949;0;XV
1203385772;201407;1750000;4;3;363;2110;1,5;0;3;363;0;1908;2003;LXVII
1203398574;201407;210000;3;1;;799;1;0;3;97;45;1951;0;VI
1203417013;201504;560000;4;2;;635;1;0;3;123;85;1985;0;LXIII
1203502809;201407;650000;4;3;188;1469;1;0;4;151;37;1967;0;LXVI
1203535594;201503;690000;3;2;216;1514;2;0;3;216;0;1964;0;XLVIII
1203542712;201410;166000;1;1;104;1610;1;0;3;104;0;1988;0;LXX
1203671368;201409;1270000;4;3;338;335;2;0;5;182;156;1913;0;XVI
1203703307;201504;336950;3;2;215;713;1;0;4;131;84;1978;0;L
1203709876;201411;510000;4;3;187;843;1;0;4;122;65;1959;0;LXV
1203918199;201407;336000;3;2;256;944;1;0;3;256;0;1969;0;XXXVIII
1203966406;201409;610000;3;2;216;3548;2;0;3;216;0;1980;0;XLI
1204121297;201405;639000;4;3;200;1117;2;0;4;200;0;1982;0;XLII
1204194644;201503;590000;3;1;150;5423;1;0;3;150;0;1978;0;XLI
1204240983;201503;325000;3;2;137;9024;1,5;0;3;137;0;1984;0;LXII
1204344039;201406;233000;3;1;116;574;1,5;0;3;116;0;1955;0;VIII
1204445888;201502;535000;4;2;146;302;1,5;0;5;146;0;1928;0;XII
1204533497;201408;211000;4;2;159;770;1,5;0;3;159;0;1970;0;LI
1204572841;201409;285000;2;1;98;287;1;0;3;98;0;2005;0;LIII
1204592341;201412;800000;4;3;290;465;2;0;3;290;0;2010;0;XXXIII
1204656430;201406;800000;3;2;193;7041;1;0;3;193;0;1958;0;XLIX
1204661394;201408;1530000;4;4;556;10319;2;0;3;556;0;2004;0;XLI
1204698227;201409;570000;3;2;118;287;2;0;5;118;0;1911;0;XIX
1204729962;201406;638000;3;2;154;346;1;0;5;90;64;1922;0;XX
1204757554;201505;455000;2;1;91;465;1;0;4;91;0;1950;0;VIII
1204814636;201408;625000;3;3;216;292;2;0;3;216;0;2003;0;XX
1204821178;201504;235000;3;1;133;706;1,5;0;4;94;39;1930;0;VI
1204855759;201411;368000;4;3;250;532;2;0;3;250;0;2006;0;LII
1204917484;201504;660000;4;3;295;17320;2;0;3;295;0;2000;0;XLVII
1204935089;201406;762400;3;2;;1357;1;0;3;114;111;1949;1970;XLV
1204965999;201409;273000;3;3;153;557;2;0;4;153;0;1989;0;LII
1204982719;201407;1000000;4;2;165;1454;1,5;0;5;165;0;1918;0;LXVII
1204994082;201501;475000;4;2;177;815;1;0;3;112;65;1956;0;LIV
1205088969;201410;369950;4;3;190;418;2;0;3;190;0;2005;0;XXXVII
1205301819;201501;291970;1;1;63;2019;1;0;3;63;0;1952;1995;XXXVIII
1205330713;201503;374900;5;3;277;790;1;0;3;143;134;1982;0;L
1205357393;201406;475000;3;3;158;845;1;0;3;108;50;1998;0;XIV
1205373879;201406;725000;4;3;244;697;2;0;3;244;0;1994;0;XLII
1205402541;201405;255000;3;1;89;753;1;0;3;89;0;1955;0;VIII
1205426550;201503;285000;3;2;179;607;1;0;3;114;65;1960;0;XL
1205482001;201405;582800;4;3;237;709;1;0;3;134;103;1986;0;XXXIII
1205506708;201405;799200;6;3;;220;2,5;0;3;213;56;1906;0;XXIX
1205565654;201504;272500;3;3;192;920;1;0;3;132;60;1979;0;LVII
1205597668;201501;2050000;4;3;;1857;1,5;1;4;323;9;1915;1965;XV
1205620197;201406;407193;4;2;175;1361;2;0;3;175;0;1978;0;LX
1205633373;201503;404000;3;1;132;758;1;0;3;90;42;1947;0;XV
1205635520;201504;475000;3;2;;804;1;0;4;113;33;1961;0;LXI
1205644448;201409;365000;3;3;165;163;3;0;3;165;0;2007;0;XIV
1205692731;201409;580000;3;2;190;7527;1;0;3;190;0;1980;0;XLI
1205735537;201411;422500;4;3;237;820;2;0;3;237;0;1990;0;LI
1205744108;201408;400000;2;2;187;353;1,5;0;3;135;52;1922;2004;XXIV
1205774192;201503;354450;4;3;199;922;2;0;3;199;0;1993;0;LXX
1205864822;201408;270000;3;2;121;178;2;0;3;79;42;2006;0;XIV
1205982574;201407;262500;3;2;210;2493;1,5;0;5;139;71;1908;0;LXX
1206075979;201405;1230000;4;2;324;642;2;0;4;212;112;1928;0;I
1206146977;201405;465000;3;2;183;1030;1;0;4;110;73;1967;0;VIII
1206147780;201407;310000;3;2;136;920;1;0;3;136;0;1952;0;IX
1206181759;201503;376000;2;1;82;223;1;0;3;71;11;1918;0;XVIII
1206189350;201407;235000;3;3;218;841;1;0;4;146;72;1966;0;LVII
1206226783;201501;330950;3;3;151;264;2;0;3;151;0;2003;0;XVIII
1206229574;201408;690000;3;2;226;774;1;0;4;133;93;1978;0;LXV
1206276593;201409;472000;5;2;;673;1;0;4;124;42;1976;0;XLII
1206342244;201412;315000;3;1;90;634;1;0;3;90;0;1928;0;XXVI
1206368130;201502;909500;4;4;411;552;2;0;3;317;94;2006;0;LV
1206433652;201501;716000;3;2;132;334;1,5;0;4;132;0;1904;0;XVII
1206475210;201505;225000;2;1;99;557;1;0;4;99;0;1922;0;IV
1206615316;201504;215000;3;1;82;711;1;0;4;82;0;1940;0;LVIII
1206689200;201405;295000;3;3;145;390;2;0;3;145;0;2003;0;XLVII
1206868390;201410;1400000;4;5;286;980;2;0;3;180;106;1976;2007;XLV
1206900026;201503;649000;2;1;;450;1;0;3;111;7;1908;0;XXI
1206904390;201501;622000;4;2;;995;1;0;5;140;140;1958;0;LXV
1207030552;201410;330000;3;1;108;892;1;0;4;108;0;1967;0;XXXI
1207036104;201502;500012;4;3;223;893;1;0;3;114;109;1962;2009;XXXVII
1207113967;201502;350000;3;3;254;685;2;0;3;254;0;1998;0;LVII
1207119728;201504;510000;3;3;;4978;1;0;4;124;90;1981;0;XXXIV
1207127596;201410;247200;3;2;177;983;1,5;0;4;177;0;1922;1967;LXIX
1207230500;201505;210000;3;3;150;625;2;0;3;150;0;1994;0;LII
1207269686;201504;432500;3;3;232;557;2;0;3;232;0;2012;0;XXXVIII
1207328848;201408;324950;4;3;245;800;2;0;3;245;0;1998;0;LI
1207360022;201411;533250;4;2;141;1431;1;0;4;127;14;1960;0;LV
1207371262;201405;197500;3;1;91;287;1,5;0;3;91;0;1903;0;XVIII
1207406002;201504;330000;3;3;;2327;1;0;4;149;43;1980;0;LVIII
1207409705;201409;675000;4;2;210;810;1;0;4;142;68;1976;0;LXIII
1207504618;201410;465000;4;2;161;1087;1;0;3;82;79;1956;0;LXIII
1207524025;201501;440000;4;2;203;948;1;0;3;186;17;1966;0;LIV
1207573151;201503;329950;4;2;162;670;1,5;0;3;162;0;1976;0;XXXVIII
1207578750;201405;475000;4;2;153;722;1;0;4;107;46;1950;0;XIII
1207594170;201407;750000;4;3;286;423;2,5;0;3;286;0;2008;0;XLII
1207599847;201409;548000;4;3;;466;2;0;3;216;101;2008;0;LIX
1207661220;201405;345000;4;1;184;742;1,5;0;3;184;0;1962;0;XXXVIII
1207745970;201504;1050000;5;3;234;1730;1;0;3;154;80;1959;0;LXVII
1207831221;201412;441000;4;2;102;307;1;0;1;102;0;1919;0;XVI
1207934368;201406;1010000;4;4;246;284;2;0;3;191;55;2001;0;XXVIII
1207956599;201409;440000;3;2;164;167;2;0;3;124;40;1983;0;I
1207993172;201408;459900;3;2;217;4816;1,5;0;3;140;77;1978;0;LV
1208028733;201410;970000;3;2;316;929;2;0;3;316;0;1983;0;XXI
1208094463;201502;270000;4;3;218;542;2;0;3;218;0;2003;0;XLIV
1208102073;201503;427000;3;2;121;475;1;0;4;121;0;1959;0;XXI
1208185777;201408;417000;3;3;146;458;2;0;3;146;0;2014;0;XXXVI
1208190544;201409;275000;2;1;106;967;1;0;3;106;0;1935;0;VIII
1208228897;201504;739999;4;3;311;604;2;0;3;311;0;1999;0;XXXII
1208288485;201502;465000;3;2;133;662;1;0;4;133;0;1984;0;XXXIII
1208307457;201406;1330000;4;2;267;583;1,5;0;4;184;83;1905;0;XXII
1208532377;201502;3000000;5;3;499;1309;2;0;3;358;141;1918;2008;LXVII
1208620813;201503;333000;4;3;250;511;2;0;3;250;0;2004;0;XLIV
1208769452;201411;506000;5;4;360;778;2;0;4;360;0;2004;0;XXXIX
1208910232;201408;980000;3;2;222;426;2;0;3;194;28;1941;1998;XXVII
1208916042;201406;899000;3;1;137;648;2;0;4;137;0;1949;1985;LXVII
1208958218;201407;200000;3;2;120;535;1;0;3;120;0;1994;0;XXX
1209146953;201504;660000;4;2;174;971;1;0;3;151;23;1978;0;LXVI
1209168265;201503;247500;3;2;151;557;1;0;3;119;32;1998;0;LXIX
1209231956;201408;475000;2;1;81;741;1;0;3;81;0;1946;0;XXV
1209236645;201406;248000;4;3;164;544;2;0;3;164;0;2003;0;XLVII
1209254822;201504;395000;2;1;134;725;1;0;4;80;54;1949;0;XIII
1209296959;201412;557000;4;2;247;1051;2;0;4;247;0;1983;0;XXXIII
1209327713;201502;530000;3;3;201;842;2;0;3;201;0;1992;0;XIII
1209370459;201407;581000;4;1;151;238;1,5;0;3;151;0;1921;0;XVI
1209396950;201410;330000;4;3;169;363;2;0;3;169;0;2001;0;LIX
1209427476;201407;287000;5;2;161;857;1;0;3;94;67;1962;0;XXXVIII
1209444693;201410;1700000;4;4;308;765;2;0;3;308;0;2014;0;LXVII
1209480954;201501;780000;3;3;242;703;2;0;3;242;0;1997;0;XLII
1209559786;201503;270000;3;2;199;928;1;0;4;199;0;1962;0;LXVIII
1209602430;201504;585000;3;2;206;19465;1;0;3;206;0;1991;0;LIX
1209686965;201406;1700000;2;2;295;279;2;0;5;185;110;1900;0;XXIII
1209694084;201405;470000;4;3;215;1303;2;0;3;215;0;1991;0;LIX
1209727539;201407;340000;8;3;;622;1;0;3;137;123;1977;0;XIII
1209739898;201406;450000;3;2;;1091;1;0;3;124;93;1954;0;VIII
1209756982;201409;353500;4;3;164;858;2;0;3;164;0;2004;0;XLVII
1209820527;201409;435000;3;3;161;4333;2;0;3;161;0;1991;0;XLIII
1209833921;201406;529999;3;3;159;155;2;0;5;121;38;2003;0;I
1209904697;201410;589000;4;3;244;1394;2;0;5;244;0;1962;0;LV
1210023327;201409;522500;2;2;;112;2;0;3;124;8;2005;0;XXI
1210023419;201502;290000;3;2;175;696;2;0;3;175;0;1980;0;L
1210024608;201407;958000;4;4;167;595;2;0;3;167;0;1984;2011;XXII
1210049692;201410;725000;3;2;166;557;1,5;0;4;166;0;1903;0;XXI
1210092821;201409;437500;3;3;117;105;3;0;3;117;0;2002;0;XXV
1210447087;201504;400000;4;2;132;864;1;0;4;132;0;1963;0;LXIII
1210470711;201501;510000;3;2;172;892;1;0;3;172;0;1968;1998;LXI
1210474820;201505;800000;5;3;;981;1;0;3;139;139;1966;0;LXVII
1210510575;201407;261000;4;1;129;1648;1;0;3;129;0;1958;0;LXVIII
1210534606;201406;299000;3;3;;940;1;0;4;135;71;1966;0;LII
1210555571;201502;542300;3;2;147;138;3;0;3;147;0;2013;0;I
1210633157;201407;314500;3;2;190;1236;1;0;3;190;0;1993;0;LXVIII
1210695785;201411;340000;2;2;118;178;2;0;3;118;0;2012;0;XXIV
1210875264;201407;379950;3;2;190;1121;1;0;3;190;0;1987;0;XLVII
1210934297;201411;219000;2;3;75;87;2;0;3;75;0;2003;0;XII
1211059644;201406;970000;3;2;284;924;1,5;0;4;168;116;1930;0;XI
1211061874;201410;470000;4;3;234;900;2;0;3;234;0;1994;0;XLIII
1211154538;201407;512031;3;2;;279;1;0;3;72;72;1920;0;XIX
1211198529;201406;336500;3;1;137;677;1;0;3;90;47;1963;0;XIII
1211263828;201410;497500;5;2;;800;1;0;4;114;87;1959;0;LXIII
1211298927;201411;313000;3;2;144;674;1,5;0;2;144;0;1925;0;VII
1211299020;201407;526000;4;2;206;590;1;0;3;103;103;1959;0;XV
1211365752;201503;427500;3;2;115;669;1;0;5;115;0;1942;0;XII
1211425315;201412;213400;4;3;156;618;2;0;3;156;0;2001;0;LII
1211431064;201410;320000;4;2;164;1039;1;0;4;164;0;1968;0;XXXVII
1211448484;201410;740000;3;3;275;869;2;0;4;275;0;1978;0;LXIII
1211448961;201504;280000;3;2;133;823;1;0;3;133;0;1956;0;III
1211474390;201405;724800;3;2;;365;1;0;3;110;81;1926;2001;XXII
1211478077;201501;600000;3;1;90;446;1;0;3;90;0;1950;0;XXII
1211537717;201408;450000;4;2;141;488;1;0;3;141;0;1949;0;I
1211540075;201407;875000;3;2;218;557;1,5;0;4;185;33;1922;0;XXIX
1211546934;201409;368000;4;3;242;876;1;0;3;126;116;1965;0;III
1211604291;201408;275000;5;2;203;853;1;0;3;106;97;1963;0;III
1211634584;201503;550000;2;1;91;286;1,5;0;3;91;0;1910;1946;XXVIII
1211834130;201405;705000;4;3;246;401;1,5;0;3;141;105;1905;2013;XX
1211839092;201504;529100;2;1;120;606;1,5;0;4;120;0;1941;0;XXI
1211916389;201405;765000;5;4;;1326;2;0;3;296;36;1999;0;LV
1211919740;201504;334900;4;2;203;378;1,5;0;3;118;85;1911;0;XVIII
1211997385;201407;305000;4;3;195;1372;2;0;3;195;0;1998;0;LVII
1211997685;201411;278000;4;3;180;640;2;0;3;180;0;1990;0;LVII
1212052927;201405;395000;2;1;123;169;1,5;0;4;123;0;1909;0;XI
1212073754;201501;375000;5;3;195;1380;1;0;5;195;0;1970;0;XXXVII
1212086896;201410;679000;3;3;165;401;2;0;4;165;0;1930;1986;XXI
1212113134;201412;375000;4;2;160;224;1;0;3;90;70;1930;2006;XXVI
1212279253;201410;606400;3;3;167;465;1,5;0;3;139;28;1929;0;XVII
1212293880;201412;820000;4;3;329;1256;2;0;3;329;0;1998;0;XXXII
1212294548;201503;1000000;4;4;295;1164;2;0;4;191;104;1979;0;V
1212372410;201504;229000;1;1;56;346;1;0;3;56;0;1920;0;XXVI
1212489597;201409;407000;2;1;69;593;1;0;3;69;0;1912;0;XXI
1212492406;201407;435000;3;3;149;221;2;0;3;149;0;2005;0;LIII
1212572287;201412;450000;4;2;185;680;1;0;4;96;89;1965;0;XIV
1212646773;201406;539000;3;3;159;214;2;0;3;146;13;2005;0;XLII
1212709403;201406;205425;2;1;82;630;1;0;4;82;0;1945;0;IV
1212714903;201407;650000;1;1;85;8498;1,5;0;3;85;0;1996;2002;XXXV
1212737702;201407;835100;4;3;221;1168;1;0;4;221;0;1963;0;LXVI
1212744204;201410;509250;2;2;137;290;1;0;3;86;51;1914;2007;XXVII
1212770276;201504;402500;3;1;120;372;1,5;0;3;120;0;1926;0;XVIII
1212808072;201505;265000;3;2;132;755;1;0;3;132;0;1991;0;LI
1212835659;201406;349900;3;2;;3603;1;0;5;112;112;1949;0;LV
1212890500;201504;675000;4;3;;1716;1;0;3;85;139;1968;0;LXVI
1212922584;201406;500000;4;1;134;660;1,5;0;3;134;0;1906;0;XXV
1212978421;201405;313000;3;2;203;743;1;0;4;203;0;1967;0;LVII
1213069097;201503;399000;4;3;195;683;1;0;5;195;0;1969;0;XXXVII
1213099196;201408;875000;3;2;;372;1;0;5;112;74;1915;0;XXVIII
1213100951;201408;405000;2;1;82;279;1;0;5;82;0;1927;0;XXVIII
1213161885;201503;130000;2;1;72;492;1;0;3;72;0;1941;0;X
1213201052;201504;940000;4;2;226;334;2,5;0;3;226;0;1980;0;XXII
1213215846;201410;401000;3;2;137;638;1;0;3;137;0;1955;0;VIII
1213228809;201411;700000;2;2;156;53661;2;0;3;156;0;2001;0;XXXV
1213235771;201408;425000;4;3;177;257;2;0;3;177;0;2014;0;XXVI
1213261426;201503;1300000;5;2;250;1003;1;0;4;188;62;1956;0;XLV
1213309363;201503;412250;2;2;121;277;1;0;3;121;0;2006;0;XLI
1213341484;201412;430000;3;1;162;446;1;0;3;162;0;1952;0;XVIII
1213443833;201405;400000;3;1;151;957;1;0;5;151;0;1953;0;VIII
1213448429;201407;339950;3;1;123;1064;1;0;3;123;0;1959;0;LIV
1213473911;201504;324950;2;2;114;141;3;0;3;114;0;2000;0;XV
1213536291;201408;205950;3;1;138;765;1;0;4;138;0;1963;0;LVII
1213557315;201408;419000;2;3;137;189;2;0;4;137;0;1985;0;LXIV
1213643033;201410;260000;3;3;140;566;2;0;4;140;0;1991;0;XLVII
1213729781;201407;314000;3;2;168;3883;1;0;5;112;56;1980;0;XLVII
1213758970;201503;635000;4;2;218;4290;2;0;4;218;0;1980;0;XLI
1213782521;201503;2540000;4;3;;1858;2;0;5;256;88;1936;0;XXVII
1213878986;201503;425000;5;2;130;471;1;0;3;130;0;1916;0;LX
1213897687;201406;448000;2;2;;351;1;0;4;83;69;1940;0;XXV
1213906043;201505;702000;3;3;;792;1;0;3;164;40;1991;0;XLIX
1214008228;201501;240000;4;2;;1376;1;0;4;110;56;1950;0;L
1214119098;201504;350000;4;3;235;943;2;0;3;235;0;1998;0;XLIV
1214135491;201501;585000;3;3;286;677;2;0;3;286;0;2008;0;XXXVII
1214233795;201406;1250000;3;3;349;790;2,5;0;4;284;65;1910;0;XX
1214293494;201407;630000;3;2;159;814;1;0;4;159;0;1986;0;XLIX
1214328464;201408;349950;4;3;186;465;2;0;3;186;0;2005;0;XXXVIII
1214360305;201503;225000;3;2;147;1338;1;0;4;147;0;1981;0;LXX
1214391767;201405;560000;3;2;173;1242;1;0;3;173;0;1985;0;LV
1214395033;201409;199129;3;1;80;3127;1;0;4;80;0;1955;0;LXX
1214404595;201410;575575;3;2;141;269;1;0;3;93;48;1925;0;XXVIII
1214418115;201411;206000;4;2;160;702;1;0;3;160;0;1959;0;LXX
1214428810;201409;290000;3;2;158;604;1;0;3;158;0;1986;0;XLVII
1214455637;201409;550000;2;2;121;276;1;0;3;92;29;1903;0;XXIX
1214493035;201412;585000;2;2;170;669;1;0;4;99;71;1949;0;XVIII
1214511644;201410;750000;4;3;298;830;2;0;3;298;0;2005;0;XXXII
1214575678;201407;410000;3;2;118;950;1;0;4;118;0;1968;0;XLIX
1214637244;201410;618000;4;1;117;379;1;0;4;117;0;1911;0;XXVII
1214716269;201504;392400;5;3;;2597;1,5;0;3;176;59;1942;1970;VIII
1214767342;201504;425000;3;3;242;1010;2;0;3;242;0;1994;0;XLIV
1214844492;201504;667500;4;3;178;372;1,5;0;4;143;35;1931;0;XX
1214852051;201503;449000;2;1;;425;1;0;3;97;20;1925;0;XVIII
1214858206;201412;269500;4;2;158;656;2;0;3;158;0;1999;0;LXX
1214912211;201504;329999;3;1;107;642;1;0;3;74;33;1952;0;VIII
1214932468;201503;586000;4;2;179;775;1;0;3;179;0;1968;0;XV
1214958482;201503;370000;3;2;120;940;1;0;3;120;0;1984;0;XXXIV
1215017264;201410;879000;3;3;281;479;1,5;0;4;193;88;1929;0;XVII
1215054871;201410;325000;3;1;138;5331;1,5;0;4;138;0;1932;0;XXX
1215120388;201411;479000;2;2;;128;2;0;3;98;25;2005;0;XX
1215211855;201407;400000;5;3;233;699;1,5;0;4;159;74;1929;0;XXVI
1215254634;201407;239000;4;1;119;773;1;0;3;119;0;1950;0;VI
1215269264;201411;308000;4;2;182;1137;2;0;3;182;0;1989;0;XLIV
1215314218;201408;475000;4;3;197;5300;2;0;3;197;0;1989;0;XXXIV
1215415453;201504;251000;3;2;148;2007;1,5;0;4;148;0;1971;0;LVIII
1215685937;201408;846000;4;3;;372;2;0;3;192;60;2014;0;XVIII
1215823005;201407;370000;2;1;80;562;1;0;3;80;0;1952;0;XX
1215921490;201503;762450;4;2;239;803;1;0;4;239;0;1958;0;LXVI
1215928339;201405;290000;4;3;158;676;2;0;4;158;0;1988;0;LI
1216025627;201407;280000;4;2;170;693;2;0;3;170;0;2012;0;XLIV
1216107435;201504;479950;4;2;239;1028;2;0;4;239;0;1966;0;XXXVIII
1216163109;201501;360000;5;2;197;223;1;0;4;100;97;1906;0;XI
1216227010;201412;365000;3;2;141;791;1;0;3;141;0;1954;0;XIII
1216253601;201504;657500;4;2;;702;1;0;4;128;22;1947;0;XIX
1216280630;201406;660000;3;3;205;372;2;0;3;205;0;2008;0;XLI
1216323723;201409;540000;2;1;;146;2;0;3;98;17;2009;0;XXII
1216370551;201504;465000;3;3;176;447;2;0;3;176;0;2000;0;XXXVI
1216405228;201504;729000;4;3;228;2516;2;0;3;228;0;1985;0;XLII
1216407126;201409;585000;4;2;223;1185;1;0;4;223;0;1962;0;XLIX
1216421382;201406;1230000;4;3;;4176;2;0;3;398;135;1991;0;XXXIII
1216421700;201411;357950;2;1;75;360;1;0;3;75;0;1952;0;XXV
1216451319;201503;475000;5;2;;948;1;0;3;133;58;1956;0;II
1216511735;201406;879000;4;3;393;2949;2;0;4;393;0;1985;0;XXXIV
1216585174;201411;465000;4;3;202;715;1;0;3;132;70;1969;0;XLVIII
1216590315;201504;245000;3;3;149;397;2;0;3;149;0;2003;0;XLVII
1216592546;201504;352750;4;3;211;2252;1;0;4;126;85;1977;0;XXXVIII
1216642477;201405;780000;4;3;254;955;2;0;3;254;0;1996;0;XXXIII
1216738948;201406;263400;4;2;126;5625;1;0;3;89;37;1960;0;LXX
1216807713;201410;350000;3;2;123;975;1;0;3;123;0;1966;0;XLVIII
1216811809;201503;1950000;4;4;386;1619;1;0;3;291;95;1963;2000;XLVI
1216862118;201407;539950;4;3;275;3477;2;0;3;275;0;1990;0;XLVII
1216895065;201411;455000;2;2;125;112;3;0;3;125;0;2013;0;I
1216927201;201412;458000;3;4;129;146;2;0;3;107;22;2006;0;XXVII
1217024821;201412;642860;4;3;234;594;2;0;3;234;0;2014;0;XXXIV
1217104786;201405;495000;4;2;180;850;1;0;4;133;47;1956;0;LXIV
1217154885;201411;354000;2;1;79;485;1;0;3;79;0;1949;0;XIV
1217182397;201406;1310000;4;5;441;1292;2;0;3;334;107;2005;0;XVIII
1217182444;201504;790000;4;2;169;570;1,5;0;4;157;12;1911;0;XXV
1217187962;201408;310000;3;3;148;312;2;0;3;148;0;2000;0;LIX
1217218074;201405;439950;3;3;164;267;2;0;3;164;0;1990;0;XX
1217298917;201407;550000;4;4;355;1649;2;0;3;227;128;1955;0;XXIV
1217307737;201412;350000;3;3;173;2032;2;0;3;173;0;1992;0;LX
1217327719;201408;265000;5;2;242;750;1,5;0;4;242;0;1969;0;XXX
1217367404;201409;458000;2;2;92;543;1;0;4;92;0;1942;0;XV
1217404400;201503;1090000;3;3;337;1024;1;0;4;200;137;1972;0;XLV
1217431830;201410;360000;3;2;183;7406;1;0;3;99;84;1979;0;XXXVIII
1217496899;201412;364950;3;2;234;573;2;0;3;172;62;2003;0;XLVII
1217501240;201407;350000;3;2;116;1280;1;0;3;116;0;1990;0;XLIII
1217514375;201502;110000;2;1;56;569;1;0;3;56;0;1943;0;VI
1217547387;201405;334000;4;3;205;565;1;0;4;131;74;1965;0;IV
1217647619;201407;545000;4;3;317;3255;2;0;3;317;0;1984;0;XLVII
1217663712;201503;367500;3;3;130;125;2;0;3;108;22;2005;0;XVIII
1217818111;201406;712000;3;3;297;622;2;0;3;297;0;2004;0;XXXII
1217834518;201504;2410000;5;3;427;2160;1,5;0;3;334;93;1918;2003;LXVII
1217864131;201408;960000;3;2;;446;1;0;4;114;114;1938;0;XXII
1217921198;201407;242025;4;2;130;5018;1,5;0;4;130;0;1935;0;LI
1217928342;201408;1150000;3;3;389;894;2;0;3;389;0;1999;0;LXV
